Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,StartDate,Player
35.2,15,64,5,1.81,12.8,42.4,Pakistan,Hobart,14 Jan 2010,siddle
40,7,144,6,3.6,24,40,England,Brisbane,25 Nov 2010,siddle
30,3,121,0,4.03,-,-,England,Adelaide,3 Dec 2010,siddle
13,3,33,1,2.53,33,78,England,Perth,16 Dec 2010,siddle
33.1,10,75,6,2.26,12.5,33.1,England,Melbourne,26 Dec 2010,siddle
31,5,111,1,3.58,111,186,England,Sydney,3 Jan 2011,siddle
35,8,91,4,2.6,22.75,52.5,Sri Lanka,Colombo (SSC),16 Sep 2011,siddle
16.2,1,65,1,3.97,65,98,South Africa,Cape Town,9 Nov 2011,siddle
42,14,140,3,3.33,46.66,84,South Africa,Johannesburg,17 Nov 2011,siddle
40,11,101,3,2.52,33.66,80,New Zealand,Brisbane,1 Dec 2011,siddle
38,14,108,6,2.84,18,38,New Zealand,Hobart,9 Dec 2011,siddle
30.1,3,105,6,3.48,17.5,30.1,India,Melbourne,26 Dec 2011,siddle
37.3,11,143,5,3.81,28.6,45,India,Sydney,3 Jan 2012,siddle
27.2,8,85,6,3.1,14.16,27.3,India,Perth,13 Jan 2012,siddle
29,7,96,6,3.31,16,29,India,Adelaide,24 Jan 2012,siddle
48,12,115,3,2.39,38.33,96,West Indies,Bridgetown,7 Apr 2012,siddle
53,10,147,3,2.77,49,106,South Africa,Brisbane,9 Nov 2012,siddle
63.5,21,195,6,3.05,32.5,63.8,South Africa,Adelaide,22 Nov 2012,siddle
51.3,22,104,9,2.01,11.55,34.3,Sri Lanka,Hobart,14 Dec 2012,siddle
13.2,1,62,3,4.65,20.66,26.6,Sri Lanka,Melbourne,26 Dec 2012,siddle
32,7,88,3,2.75,29.33,64,Sri Lanka,Sydney,3 Jan 2013,siddle
27.3,7,70,1,2.54,70,165,India,Chennai,22 Feb 2013,siddle
31,6,92,1,2.96,92,186,India,Hyderabad (Deccan),2 Mar 2013,siddle
40.1,11,105,6,2.61,17.5,40.1,India,Mohali,14 Mar 2013,siddle
12,3,38,1,3.16,38,72,India,Delhi,22 Mar 2013,siddle
47.5,16,135,8,2.82,16.87,35.8,England,Nottingham,10 Jul 2013,siddle
43,12,141,3,3.27,47,86,England,Lord's,18 Jul 2013,siddle
33,7,71,5,2.15,14.2,39.6,England,Manchester,1 Aug 2013,siddle
35,10,100,1,2.85,100,210,England,Chester-le-Street,9 Aug 2013,siddle
31,7,90,0,2.9,-,-,England,The Oval,21 Aug 2013,siddle
26.4,6,49,2,1.83,24.5,80,England,Brisbane,21 Nov 2013,siddle
33,8,91,5,2.75,18.2,39.6,England,Adelaide,5 Dec 2013,siddle
42,16,103,4,2.45,25.75,63,England,Perth,13 Dec 2013,siddle
38,13,96,2,2.52,48,114,England,Melbourne,26 Dec 2013,siddle
17,5,47,3,2.76,15.66,34,England,Sydney,3 Jan 2014,siddle
29,7,88,3,3.03,29.33,58,South Africa,Centurion,12 Feb 2014,siddle
53,11,185,2,3.49,92.5,159,South Africa,Port Elizabeth,20 Feb 2014,siddle
38,16,94,1,2.47,94,228,Pakistan,Dubai (DSC),22 Oct 2014,siddle
45,12,123,1,2.73,123,270,Pakistan,Abu Dhabi,30 Oct 2014,siddle
27.4,5,109,2,3.93,54.5,83,India,Adelaide,9 Dec 2014,siddle
