Team,Score,Overs,RPO,Result,Opposition,Ground,StartDate
EN,460,153.0x8,2.25,draw,AU,Adelaide,31 Jan 1947
AU,487,118.4x8,3.08,draw,EN,Adelaide,31 Jan 1947
EN,340/8d,125.1x8,2.03,draw,AU,Adelaide,31 Jan 1947
AU,215/1,44.0x8,3.66,draw,EN,Adelaide,31 Jan 1947
EN,280,94.3x8,2.22,lost,AU,Sydney,28 Feb 1947
AU,253,76.0x8,2.49,won,EN,Sydney,28 Feb 1947
EN,186,60.4x8,2.3,lost,AU,Sydney,28 Feb 1947
AU,214/5,52.2x8,3.07,won,EN,Sydney,28 Feb 1947
EN,165,79,2.08,lost,AU,Nottingham,10 Jun 1948
AU,509,216.2,2.35,won,EN,Nottingham,10 Jun 1948
EN,441,183,2.4,lost,AU,Nottingham,10 Jun 1948
AU,98/2,28.3,3.43,won,EN,Nottingham,10 Jun 1948
AU,350,129.3,2.7,won,EN,Lord's,24 Jun 1948
EN,215,102.4,2.09,lost,AU,Lord's,24 Jun 1948
AU,460/7d,130.2,3.52,won,EN,Lord's,24 Jun 1948
EN,186,78.1,2.37,lost,AU,Lord's,24 Jun 1948
EN,363,171.5,2.11,draw,AU,Manchester,8 Jul 1948
AU,221,93,2.37,draw,EN,Manchester,8 Jul 1948
EN,174/3d,69,2.52,draw,AU,Manchester,8 Jul 1948
AU,92/1,61,1.5,draw,EN,Manchester,8 Jul 1948
EN,496,192.1,2.58,lost,AU,Leeds,22 Jul 1948
AU,458,136.2,3.35,won,EN,Leeds,22 Jul 1948
